time	type	cc	gene
0.5hr	M1	0.000205326220854422	X1110002J07Rik
0.5hr	M1	0.000837485480936403	X2500002B13Rik
0.5hr	M1	0.00274482283609561	X4930430E12Rik
0.5hr	M1	0.00059457175406224	A530064D06Rik
0.5hr	M1	0.00256708677477557	A630072M18Rik
0.5hr	M1	0.000337596840227617	AI504432
0.5hr	M1	0.00172327585681692	AW112010
0.5hr	M1	0.00156649780198245	Abtb2
0.5hr	M1	0.070665982047605	Acod1
0.5hr	M1	0.000508221998145879	Acpp
0.5hr	M1	0.000752764256221911	Adgb
0.5hr	M1	0.00436109507308874	Adgre1
0.5hr	M1	0.00102290103790041	Adgre4
0.5hr	M1	0.000371725173641089	Adgrg6
0.5hr	M1	0.000293623981994147	Adgrl2
0.5hr	M1	0.000147725480914099	Adora2a
0.5hr	M1	0.000921116917595614	Adora2b
0.5hr	M1	0.0581182679947559	Adrb2
0.5hr	M1	0.000354032736334823	Ahr
0.5hr	M1	0.000323872643024071	Ahrr
0.5hr	M1	0.0031822044429397	Ak4
0.5hr	M1	0.00196191569746211	Alas1
0.5hr	M1	5.02631668724325e-05	Angpt1
0.5hr	M1	0.000452328822415647	Arg1
0.5hr	M1	0.000587127136741849	Arg2
0.5hr	M1	0.00180605860694251	Arhgap26
0.5hr	M1	0.000414866514534914	Arhgef3
0.5hr	M1	0.0176191910664582	Arid5a
0.5hr	M1	0.00713409837328236	Armcx6
0.5hr	M1	0.00138442072025056	Arrdc4
0.5hr	M1	0.000568991690833887	Asap3
0.5hr	M1	0.000435295210757335	Asns
0.5hr	M1	0.000124180199986502	Atm
0.5hr	M1	0.000559329606113396	Atp2b4
0.5hr	M1	0.000251422444027264	B3gnt5
0.5hr	M1	0.00429253942064577	B430306N03Rik
0.5hr	M1	0.00121328336663	Bambi
0.5hr	M1	0.000827527342566738	Batf
0.5hr	M1	0.00193439254657378	Batf2
0.5hr	M1	0.0113840729540155	Bcl2a1a
0.5hr	M1	0.00667097636044258	Bcl2a1d
0.5hr	M1	0.00171761277084913	Bcl2l11
0.5hr	M1	0.000733474278675128	Bcor
0.5hr	M1	0.00336063262779829	Bmp2
0.5hr	M1	0.00203918794661001	Bst1
0.5hr	M1	0.478639414377903	Btg2
0.5hr	M1	0.00093613302130303	C920009B18Rik
0.5hr	M1	0.000211228742763419	Cacna1d
0.5hr	M1	0.000282109116095025	Cacnb3
0.5hr	M1	0.00673936812089183	Calhm6
0.5hr	M1	0.000410092373743799	Card6
0.5hr	M1	0.000432679439504647	Carmil1
0.5hr	M1	0.00538078675689251	Casp4
0.5hr	M1	0.000776015507925292	Cav1
0.5hr	M1	0.00380667644267279	Ccl12
0.5hr	M1	0.000183877135333287	Ccl17
0.5hr	M1	0.0425738458735984	Ccl2
0.5hr	M1	0.000257314139696394	Ccl22
0.5hr	M1	0.26657519188217	Ccl3
0.5hr	M1	0.195025934309417	Ccl4
0.5hr	M1	0.003222777718627	Ccl5
0.5hr	M1	0.02374643539801	Ccl7
0.5hr	M1	0.00201222545272522	Ccl8
0.5hr	M1	0.0356252636010496	Ccnd1
0.5hr	M1	0.00137663254150099	Ccnd2
0.5hr	M1	0.0010057445315805	Ccne1
0.5hr	M1	0.00754088433523546	Ccr1
0.5hr	M1	0.000137741183654318	Ccr3
0.5hr	M1	0.381283170957049	Ccrl2
0.5hr	M1	0.21874894904385	Cd14
0.5hr	M1	0.000421203505877901	Cd163
0.5hr	M1	3.13489741625495e-05	Cd200
0.5hr	M1	0.000616600297609379	Cd300e
0.5hr	M1	0.00298087623661816	Cd300lf
0.5hr	M1	0.000193775498797725	Cd34
0.5hr	M1	0.000309292034834409	Cd38
0.5hr	M1	0.000485382321871022	Cd40
0.5hr	M1	0.000112636245281352	Cd55
0.5hr	M1	0.227034477715003	Cd69
0.5hr	M1	0.00141603689214068	Cd80
0.5hr	M1	0.0279953761991904	Cd83
0.5hr	M1	0.00421280767657257	Cd86
0.5hr	M1	0.0116989191488732	Cdc42ep2
0.5hr	M1	0.000154465649573467	Cdc42ep4
0.5hr	M1	0.000308937674065337	Cdk5r1
0.5hr	M1	0.000290393566130985	Cebpd
0.5hr	M1	0.000802403968364173	Cemip2
0.5hr	M1	0.0319090732258355	Ch25h
0.5hr	M1	0.000382851135000104	Chil3
0.5hr	M1	0.000544033039111687	Chst11
0.5hr	M1	0.000634743773633935	Ciita
0.5hr	M1	0.00659716310328308	Cish
0.5hr	M1	0.0577325794524337	Cited2
0.5hr	M1	0.00100746887679107	Clcf1
0.5hr	M1	0.0416423011082287	Clec4e
0.5hr	M1	0.00199239710826102	Clec4n
0.5hr	M1	0.00019697287038834	Clec5a
0.5hr	M1	0.000791366285965218	Clic5
0.5hr	M1	0.000522224467823359	Clmp
0.5hr	M1	0.0488563894512388	Cmpk2
0.5hr	M1	0.00374786970757543	Cnn3
0.5hr	M1	0.000589362343729907	Col18a1
0.5hr	M1	0.000446148515300226	Cp
0.5hr	M1	0.000434701395381849	Csf1
0.5hr	M1	0.000747045603116566	Csf3
0.5hr	M1	0.423463118467125	Csrnp1
0.5hr	M1	0.0038313143049492	Cst7
0.5hr	M1	0.00167780812012604	Ctla2a
0.5hr	M1	0.00460171901931624	Ctla2b
0.5hr	M1	0.00071813303943852	Cx3cl1
0.5hr	M1	0.00316185893895255	Cx3cr1
0.5hr	M1	0.00337666713778977	Cxcl1
0.5hr	M1	0.158991834340036	Cxcl10
0.5hr	M1	0.00307253384964898	Cxcl11
0.5hr	M1	0.000124709609943248	Cxcl14
0.5hr	M1	0.323272129497336	Cxcl2
0.5hr	M1	0.000224679260192791	Cxcl3
0.5hr	M1	0.00135617164920771	Cxcl9
0.5hr	M1	0.000430195214272484	D16Ertd472e
0.5hr	M1	0.00748834906551969	Ddit4
0.5hr	M1	0.000378467656102577	Degs2
0.5hr	M1	0.000446627118980925	Dio2
0.5hr	M1	0.000929829864144139	Dmwd
0.5hr	M1	0.000436606581737111	Dmxl2
0.5hr	M1	0.000432027366671574	Dnase1l3
0.5hr	M1	0.000407242003339925	Dnmt3aos
0.5hr	M1	0.708597138410179	Dusp1
0.5hr	M1	0.000399681025969444	Dusp14
0.5hr	M1	0.00136533117186264	Dusp16
0.5hr	M1	0.329212387813269	Dusp2
0.5hr	M1	0.000361662533340559	Dusp4
0.5hr	M1	0.0569797942957236	Dusp5
0.5hr	M1	0.0164047145965086	Dusp6
0.5hr	M1	0.000819252552461543	Dusp8
0.5hr	M1	0.000196938016811155	Edn1
0.5hr	M1	0.000194335995972087	Ednrb
0.5hr	M1	0.000927662490173047	Egln3
0.5hr	M1	0.680780061121557	Egr1
0.5hr	M1	0.116321509704327	Egr2
0.5hr	M1	0.0762804844776183	Egr3
0.5hr	M1	0.011800669857072	Ehd1
0.5hr	M1	0.000108867640297626	Eno2
0.5hr	M1	0.0102783216857357	Errfi1
0.5hr	M1	0.0068668082107225	Ets2
0.5hr	M1	0.000716284594601901	Fabp7
0.5hr	M1	0.000818686209531471	Fam43a
0.5hr	M1	0.000774409665593071	Fcgr2b
0.5hr	M1	0.000664232834789142	Fgl2
0.5hr	M1	0.000267356242495574	Flnb
0.5hr	M1	0.000560364137897202	Flrt3
0.5hr	M1	0.000260945655612876	Flt1
0.5hr	M1	7.16674778550258e-05	Fmnl2
0.5hr	M1	0.575984708606718	Fos
0.5hr	M1	0.0991831582498692	Fosb
0.5hr	M1	0.000385738356607815	Foxp4
0.5hr	M1	0.000237918981835774	Fpr1
0.5hr	M1	0.00229643322941045	Fpr2
0.5hr	M1	0.000758481119576858	Frmd6
0.5hr	M1	0.000134811284837393	Fscn1
0.5hr	M1	0.000373576285328519	Fzd1
0.5hr	M1	0.0387791851605452	G530011O06Rik
0.5hr	M1	0.000640441073491622	Gbp2b
0.5hr	M1	0.0028646697543769	Gbp7
0.5hr	M1	0.000330656703884206	Gclm
0.5hr	M1	0.000988353995009178	Gcnt2
0.5hr	M1	0.0013112874276764	Gda
0.5hr	M1	0.0569492568569837	Gdf15
0.5hr	M1	0.00178006935830796	Gem
0.5hr	M1	0.00022787612481652	Gfi1
0.5hr	M1	0.0003835247583485	Gja1
0.5hr	M1	0.00131103008240381	Glipr2
0.5hr	M1	0.000448576561762833	Gm16712
0.5hr	M1	0.000714868033262301	Gm19026
0.5hr	M1	0.000956782513555746	Gm1966
0.5hr	M1	0.000908084239208134	Gm47283
0.5hr	M1	0.0126669722635162	Gm4951
0.5hr	M1	0.000252543147293689	Gm5150
0.5hr	M1	0.00831584421505265	Gm6377
0.5hr	M1	0.000782011153751456	Gna15
0.5hr	M1	7.72138547416633e-05	Gng4
0.5hr	M1	0.00921663653415317	Gpr132
0.5hr	M1	0.00028535633340423	Gpr141
0.5hr	M1	0.00118507569951669	Gpr18
0.5hr	M1	0.00122656167235504	Gpr35
0.5hr	M1	0.000191851622782833	Gpr68
0.5hr	M1	0.0347766383889894	Gpr84
0.5hr	M1	0.000563139904306491	Gpr85
0.5hr	M1	0.000220707645010726	Grk3
0.5hr	M1	0.000540184024139226	Gsr
0.5hr	M1	0.000710385768611336	Gsta3
0.5hr	M1	0.0256450629424257	H1f2
0.5hr	M1	0.0014336314328175	H2.Eb1
0.5hr	M1	0.00876820982431763	H2.K2
0.5hr	M1	0.000212381031573998	H2.M2
0.5hr	M1	0.000390443095046247	H60b
0.5hr	M1	0.0112431200850936	Hcar2
0.5hr	M1	0.000901616663520235	Heatr9
0.5hr	M1	0.00447913960034498	Hhex
0.5hr	M1	0.00251240532428415	Hilpda
0.5hr	M1	0.000727352665607582	Hivep3
0.5hr	M1	0.000463981983799557	Hmga2
0.5hr	M1	0.00127768625680138	Hmox1
0.5hr	M1	0.000367586452460801	Hopx
0.5hr	M1	0.000231141260474254	Hp
0.5hr	M1	0.000579185514725608	Hsd17b7
0.5hr	M1	0.00802883626623002	Hspa1a
0.5hr	M1	0.0063913505216445	Hspa1b
0.5hr	M1	0.000339675458069065	Htr2a
0.5hr	M1	0.000246693379505114	Htr2b
0.5hr	M1	0.000176096894317153	Htra1
0.5hr	M1	0.0115732197074838	Icam1
0.5hr	M1	0.000305028511223879	Icosl
0.5hr	M1	0.00469009005749508	Idi1
0.5hr	M1	0.707448164938772	Ier2
0.5hr	M1	0.376903129570658	Ier3
0.5hr	M1	0.0256438716676988	Ifi205
0.5hr	M1	0.00224766897753219	Ifi208
0.5hr	M1	0.134144920155879	Ifit1
0.5hr	M1	0.0612174622432179	Ifit1bl1
0.5hr	M1	0.24138278836084	Ifit2
0.5hr	M1	0.187770916744639	Ifit3
0.5hr	M1	0.11529087829402	Ifit3b
0.5hr	M1	0.00135182386036676	Ifitm1
0.5hr	M1	0.000423512030108014	Ifna1
0.5hr	M1	0.000400521613829703	Ifna2
0.5hr	M1	0.000338396540306625	Ifna4
0.5hr	M1	0.000340935416720558	Ifna5
0.5hr	M1	0.000713153665025103	Ifna6
0.5hr	M1	0.00798544008653289	Ifnb1
0.5hr	M1	0.0210581833755668	Ifrd1
0.5hr	M1	0.00117000673999115	Igf2bp2
0.5hr	M1	0.000957213381945536	Igsf9
0.5hr	M1	0.00525785022385966	Iigp1
0.5hr	M1	0.0547400623582013	Il10
0.5hr	M1	0.000607998092115687	Il12b
0.5hr	M1	0.00131983130228291	Il12rb1
0.5hr	M1	0.00219312419052287	Il18rap
0.5hr	M1	0.00838016558190621	Il1a
0.5hr	M1	0.0820782908242166	Il1b
0.5hr	M1	0.00139563892809701	Il1rn
0.5hr	M1	0.0167851707851928	Il27
0.5hr	M1	9.67934086154809e-05	Il4i1
0.5hr	M1	0.00659924413940972	Il4ra
0.5hr	M1	0.00153046111161117	Il6
0.5hr	M1	9.275904006245e-05	Inhba
0.5hr	M1	0.00067506594061479	Intu
0.5hr	M1	0.137000806994953	Irf1
0.5hr	M1	0.00141203655923862	Irf3
0.5hr	M1	9.75796347785966e-05	Irf4
0.5hr	M1	0.0260886673779286	Irf7
0.5hr	M1	0.000470352995875557	Irf8
0.5hr	M1	0.00100098468868171	Irs2
0.5hr	M1	0.0003997257279195	Itga9
0.5hr	M1	0.000394804013412954	Itgal
0.5hr	M1	0.000191851622783153	Itgb8
0.5hr	M1	0.00200053043974105	Itpr1
0.5hr	M1	0.000377529025773081	Jag1
0.5hr	M1	0.000358392635410437	Jdp2
0.5hr	M1	0.129693664407345	Jun
0.5hr	M1	0.696514960453242	Junb
0.5hr	M1	0.00276332986689049	Kcnj2
0.5hr	M1	0.0113467837624668	Kdm6b
0.5hr	M1	0.000198404642441095	Kdr
0.5hr	M1	0.127149810474518	Klf2
0.5hr	M1	0.000709223814374582	Klf7
0.5hr	M1	0.000466591943758465	Klf8
0.5hr	M1	0.00174055232106667	Klra2
0.5hr	M1	0.000329732637322564	Lcn2
0.5hr	M1	0.00167015694330043	Ldlr
0.5hr	M1	0.00123728201532235	Lif
0.5hr	M1	0.000546897688553598	Lipg
0.5hr	M1	0.000511161943364774	Lox
0.5hr	M1	0.000302338738800787	Lpar1
0.5hr	M1	0.00018716725580912	Lratd2
0.5hr	M1	0.00024488415473687	Lrp8
0.5hr	M1	0.000484709902878153	Ltbp2
0.5hr	M1	0.00882278241950807	Ly6a
0.5hr	M1	0.0239754863022949	Maff
0.5hr	M1	0.000102342160919001	Malt1
0.5hr	M1	0.280406046914534	Marcksl1
0.5hr	M1	0.000699743368882552	Marco
0.5hr	M1	0.00027048855126506	Mefv
0.5hr	M1	0.000126448275262363	Mfap3l
0.5hr	M1	0.00344699691983104	Mir155hg
0.5hr	M1	0.000875521815042236	Mmd
0.5hr	M1	0.0109789575885141	Mmp13
0.5hr	M1	0.000446700170226049	Mmp14
0.5hr	M1	0.000350463938712322	Mmp8
0.5hr	M1	0.000285395352868768	Mmp9
0.5hr	M1	0.000143978647621109	Mpp7
0.5hr	M1	0.0016263872514303	Ms4a4a
0.5hr	M1	0.00453534859822645	Mt1
0.5hr	M1	0.00298673326240523	Mt2
0.5hr	M1	0.00159690763639004	Mtfr2
0.5hr	M1	0.000293901073213667	Mtus1
0.5hr	M1	0.0698409058258653	Mx1
0.5hr	M1	0.0774382819334798	Mx2
0.5hr	M1	0.0298805192815876	Mxd1
0.5hr	M1	0.00261490267535824	Myc
0.5hr	M1	0.000111884716443412	Mycl
0.5hr	M1	0.000236390729094814	Myo1b
0.5hr	M1	0.00251419224285776	Nek6
0.5hr	M1	0.000207733526824269	Nes
0.5hr	M1	0.0371228411726093	Nfil3
0.5hr	M1	0.000335283207804487	Nfkb1
0.5hr	M1	0.000617396813861231	Nfkb2
0.5hr	M1	0.323693444925728	Nfkbia
0.5hr	M1	0.197529541781604	Nfkbid
0.5hr	M1	0.0180210299416609	Nfkbie
0.5hr	M1	0.7246322439212	Nfkbiz
0.5hr	M1	0.00103873196933421	Noct
0.5hr	M1	0.000565678888018607	Nos2
0.5hr	M1	0.000293263510386947	Notch1
0.5hr	M1	0.000621831942653544	Nqo1
0.5hr	M1	0.108403280675297	Nr4a1
0.5hr	M1	0.000157385711795286	Nr4a3
0.5hr	M1	7.77560766945058e-05	Oaf
0.5hr	M1	0.0080325052740574	Oasl1
0.5hr	M1	0.000911818022886444	Odc1
0.5hr	M1	0.000378444663862381	Olfml3
0.5hr	M1	0.000338355134256119	Olr1
0.5hr	M1	0.000183585195489056	Orai2
0.5hr	M1	0.0846768146506355	Osm
0.5hr	M1	0.0148838329762586	Otud1
0.5hr	M1	0.000712650454365523	P2ry13
0.5hr	M1	0.00105852667359134	P2ry2
0.5hr	M1	0.000922861770519633	P4ha2
0.5hr	M1	9.41067497752621e-05	Pcx
0.5hr	M1	0.000640021903729197	Pde3b
0.5hr	M1	0.0259347345914693	Pde4b
0.5hr	M1	0.000311949139264639	Pde5a
0.5hr	M1	0.000406461616663459	Pde7b
0.5hr	M1	0.00338961537088019	Pdgfb
0.5hr	M1	0.000370973123950056	Pdlim7
0.5hr	M1	0.00430828201033509	Pdpn
0.5hr	M1	0.0143807778726344	Peli1
0.5hr	M1	0.00367829449246836	Pfkfb3
0.5hr	M1	0.112437319602082	Phlda1
0.5hr	M1	0.000435536154087498	Phldb1
0.5hr	M1	0.00185823728799393	Pilra
0.5hr	M1	0.000856039039401551	Pilrb1
0.5hr	M1	0.000261623773223359	Pim2
0.5hr	M1	0.0425590374249827	Pim3
0.5hr	M1	0.000375820060249072	Pla2g7
0.5hr	M1	0.00093241509904301	Plac8
0.5hr	M1	0.00029310070806025	Plagl1
0.5hr	M1	0.000489874164872509	Plat
0.5hr	M1	0.000970621363031458	Plau
0.5hr	M1	0.000531692593421117	Plekhg1
0.5hr	M1	0.0279420770676363	Plk2
0.5hr	M1	0.0152361092182276	Plk3
0.5hr	M1	0.000151131767139639	Plpp1
0.5hr	M1	2.02918411650885e-05	Plpp3
0.5hr	M1	0.00432481491812491	Pmaip1
0.5hr	M1	0.000342716913932893	Pmepa1
0.5hr	M1	0.000436070630182945	Pou2f2
0.5hr	M1	0.000212085069260521	Ppfia3
0.5hr	M1	0.000414813862930347	Ppm1l
0.5hr	M1	0.000344437562327926	Ppp1r12b
0.5hr	M1	0.624198973603542	Ppp1r15a
0.5hr	M1	0.000884929337241075	Prag1
0.5hr	M1	0.00427678442596195	Prdm1
0.5hr	M1	0.000540332508946712	Prdm9
0.5hr	M1	0.00173854582846291	Procr
0.5hr	M1	0.000422518050665661	Prokr1
0.5hr	M1	0.000159180614890031	Prrg4
0.5hr	M1	0.00225650195703859	Ptafr
0.5hr	M1	0.00104020386765231	Ptch1
0.5hr	M1	0.00474045971556627	Ptger4
0.5hr	M1	0.000418081544592144	Ptges
0.5hr	M1	0.00138479904871014	Ptgir
0.5hr	M1	0.153249520736396	Ptgs2
0.5hr	M1	0.000239503544899182	Rab11fip1
0.5hr	M1	0.00554314815234584	Rab19
0.5hr	M1	0.0035570332633636	Ralgds
0.5hr	M1	0.000659237248061611	Rapgef5
0.5hr	M1	0.000256582301454418	Rasgrp1
0.5hr	M1	0.00371004025979087	Rcan1
0.5hr	M1	0.000583234297387601	Rela
0.5hr	M1	0.000246627484775611	Retnla
0.5hr	M1	0.000309453685652695	Rffl
0.5hr	M1	0.00185619999017604	Rgcc
0.5hr	M1	0.000857380514769898	Rgs1
0.5hr	M1	0.00246350503137641	Rgs3
0.5hr	M1	0.000626211192259181	Rhof
0.5hr	M1	0.000472670295370258	Rhoh
0.5hr	M1	0.000185914981024435	Rhou
0.5hr	M1	0.00087254972686097	Ripk2
0.5hr	M1	0.00257222437448768	Rnd1
0.5hr	M1	0.00434021017926392	Rnd3
0.5hr	M1	0.000557069842962991	Rras2
0.5hr	M1	0.0270091744131673	Rsad2
0.5hr	M1	0.000115910887847848	S100a8
0.5hr	M1	0.000677441890241074	Saa3
0.5hr	M1	0.00305323970709791	Samsn1
0.5hr	M1	0.00155327583222557	Scimp
0.5hr	M1	0.000450470564898188	Scn1b
0.5hr	M1	0.000297726314263618	Sdc2
0.5hr	M1	0.0738230073436116	Sdc4
0.5hr	M1	0.000417847536996476	Sele
0.5hr	M1	0.000358000805181498	Serpina3f
0.5hr	M1	0.00148713120230344	Serpina3g
0.5hr	M1	0.000360734688045782	Serpinb2
0.5hr	M1	0.00315325665472271	Serpinb6b
0.5hr	M1	0.00502473104756784	Serpinb9
0.5hr	M1	0.000661056146998554	Serpinb9b
0.5hr	M1	0.00468605612601525	Serpine1
0.5hr	M1	0.00080298163955897	Siglece
0.5hr	M1	0.000407785561262535	Sla
0.5hr	M1	0.00390040990198586	Slamf8
0.5hr	M1	0.00717677788648964	Slamf9
0.5hr	M1	0.000512922565969759	Slc13a3
0.5hr	M1	0.00118513243865357	Slc16a1
0.5hr	M1	0.000893780480773849	Slc16a3
0.5hr	M1	0.00721970265722761	Slc25a25
0.5hr	M1	0.001805765197332	Slc28a2
0.5hr	M1	0.000448483359437944	Slc30a4
0.5hr	M1	0.000696412526325085	Slc7a11
0.5hr	M1	0.000415126127480159	Slc7a2
0.5hr	M1	0.00137561776959011	Slco3a1
0.5hr	M1	0.000222350009978584	Slfn4
0.5hr	M1	0.00103028361211436	Slpi
0.5hr	M1	0.000350726411720481	Snn
0.5hr	M1	0.123541713755021	Socs1
0.5hr	M1	0.545765113418808	Socs3
0.5hr	M1	0.000415079549646488	Sod2
0.5hr	M1	0.00140293524762507	Spaca6
0.5hr	M1	0.000277110934050054	Spata13
0.5hr	M1	0.000339435918552752	Sphk1
0.5hr	M1	0.000195273567591964	Spic
0.5hr	M1	0.000477173038940141	Spsb1
0.5hr	M1	0.00251741657315616	Srxn1
0.5hr	M1	0.00249064291461675	Stat4
0.5hr	M1	0.00181917317805195	Swap70
0.5hr	M1	0.000432128857626285	Syne2
0.5hr	M1	0.000913274760562202	Taf4b
0.5hr	M1	0.0733187857433028	Tagap
0.5hr	M1	0.000396801785260057	Tal2
0.5hr	M1	0.000119629574227753	Tarm1
0.5hr	M1	0.0011177132898867	Tfec
0.5hr	M1	0.00834349382812878	Tgtp1
0.5hr	M1	0.00450782001600807	Thbs1
0.5hr	M1	0.000149635175580581	Timp1
0.5hr	M1	0.000882816887519216	Tle3
0.5hr	M1	0.0542545260555092	Tlr2
0.5hr	M1	0.00354907460829238	Tlr4
0.5hr	M1	0.000619483969756611	Tlr7
0.5hr	M1	0.00112294221860056	Tlr9
0.5hr	M1	0.00132233580264346	Tma16
0.5hr	M1	0.000509374520222888	Tmem178
0.5hr	M1	0.000297564399996446	Tmem200b
0.5hr	M1	0.000160838800671734	Tmtc2
0.5hr	M1	0.987074969041499	Tnf
0.5hr	M1	0.549132287745309	Tnfaip3
0.5hr	M1	0.00331943190409311	Tnfsf10
0.5hr	M1	0.00117622681304838	Tnfsf14
0.5hr	M1	0.00163646955277222	Tnfsf15
0.5hr	M1	0.000440100203962518	Tnfsf4
0.5hr	M1	0.000271967451370891	Tnfsf8
0.5hr	M1	0.544815805038079	Tnfsf9
0.5hr	M1	0.00170814926867403	Tnip3
0.5hr	M1	0.00121742677497034	Traf1
0.5hr	M1	0.000453446116070405	Trem1
0.5hr	M1	0.000361490567337109	Treml4
0.5hr	M1	0.0289144105284412	Trib1
0.5hr	M1	0.00174702200356383	Trib3
0.5hr	M1	0.0111179721400587	Trim21
0.5hr	M1	0.000588286035195151	Trim30c
0.5hr	M1	0.000157012122265078	Trim36
0.5hr	M1	0.000389549436211344	Tsku
0.5hr	M1	0.000203736113238647	Ttc39b
0.5hr	M1	0.00195084838927438	Upp1
0.5hr	M1	0.000395807350108887	Vcam1
0.5hr	M1	0.00028702036589772	Vcan
0.5hr	M1	0.000340473239657559	Vegfc
0.5hr	M1	0.000663619495841001	Xcr1
0.5hr	M1	0.101132910937019	Zc3h12a
0.5hr	M1	0.00253928303176347	Zc3h12c
0.5hr	M1	0.000278709195439242	Zeb1
0.5hr	M1	0.0014079586159068	Zfp324
0.5hr	M1	0.860611812847925	Zfp36
0.5hr	M1	0.000213655463307668	Zfp811
0.5hr	M1	8.02150013272088e-05	Zhx2
0.5hr	M1	0.000450464233019676	Znrf3
1hr	M1	0.00020873205800574	X1110002J07Rik
1hr	M1	0.00365974538935574	X2500002B13Rik
1hr	M1	0.0188872215290452	X4930430E12Rik
1hr	M1	0.000602825310952145	A530064D06Rik
1hr	M1	0.00205029413013301	A630072M18Rik
1hr	M1	0.0651693143662924	AI504432
1hr	M1	0.0273071468507572	AW112010
1hr	M1	0.000386293327273805	Abtb2
1hr	M1	0.65722700536004	Acod1
1hr	M1	0.00175008351667745	Acpp
1hr	M1	0.00663933130250892	Adgb
1hr	M1	0.0147344000714374	Adgre1
1hr	M1	0.00156944726669379	Adgre4
1hr	M1	0.000405416853780662	Adgrg6
1hr	M1	0.00161673602467189	Adgrl2
1hr	M1	0.00365991291241477	Adora2a
1hr	M1	0.0817919504025509	Adora2b
1hr	M1	0.159863029765821	Adrb2
1hr	M1	0.0128919566914652	Ahr
1hr	M1	0.00304609557484915	Ahrr
1hr	M1	0.0106645659633893	Ak4
1hr	M1	0.0291166478060931	Alas1
1hr	M1	0.00080465677164425	Angpt1
1hr	M1	0.0024555639856074	Arg1
1hr	M1	0.00970716544258189	Arg2
1hr	M1	0.000766982125172756	Arhgap26
1hr	M1	0.198864062500322	Arhgef3
1hr	M1	0.537496983640021	Arid5a
1hr	M1	0.0625267483124701	Armcx6
1hr	M1	0.0244008694967762	Arrdc4
1hr	M1	0.00138275040668665	Asap3
1hr	M1	0.00563719129497625	Asns
1hr	M1	0.00396095251221443	Atm
1hr	M1	0.000543111163100861	Atp2b4
1hr	M1	0.000790503383783674	B3gnt5
1hr	M1	0.070882612153428	B430306N03Rik
1hr	M1	0.0109626754891874	Bambi
1hr	M1	0.00686401616633762	Batf
1hr	M1	0.040346196012538	Batf2
1hr	M1	0.184746431816638	Bcl2a1a
1hr	M1	0.188871352262189	Bcl2a1d
1hr	M1	0.418506903542581	Bcl2l11
1hr	M1	0.0381637936573223	Bcor
1hr	M1	0.000649432183188443	Bmp2
1hr	M1	0.0028759950708467	Bst1
1hr	M1	0.692611636585872	Btg2
1hr	M1	0.00154715042729093	C920009B18Rik
1hr	M1	0.00050143302386487	Cacna1d
1hr	M1	0.0010941139520785	Cacnb3
1hr	M1	0.0123557435849728	Calhm6
1hr	M1	0.0858242722325606	Card6
1hr	M1	0.000926067303158911	Carmil1
1hr	M1	0.0167251470073994	Casp4
1hr	M1	0.007693331465093	Cav1
1hr	M1	0.000296888281106076	Ccl1
1hr	M1	0.034350410024798	Ccl12
1hr	M1	0.000485596955726233	Ccl17
1hr	M1	0.33860920839719	Ccl2
1hr	M1	0.00984944026371635	Ccl22
1hr	M1	0.552727379035905	Ccl3
1hr	M1	0.297675949305746	Ccl4
1hr	M1	0.210800348771421	Ccl5
1hr	M1	0.136441508458931	Ccl7
1hr	M1	0.00279372039906613	Ccl8
1hr	M1	0.0950146470355094	Ccnd1
1hr	M1	0.00350358241529924	Ccnd2
1hr	M1	0.0116067609066524	Ccne1
1hr	M1	0.020718805987564	Ccr1
1hr	M1	0.0422266062203992	Ccr3
1hr	M1	0.678757998641432	Ccrl2
1hr	M1	0.614200525430544	Cd14
1hr	M1	0.000362526962000598	Cd163
1hr	M1	0.000392370446262804	Cd200
1hr	M1	0.00138103868728549	Cd300e
1hr	M1	0.0839963280707754	Cd300lf
1hr	M1	0.00393528412081278	Cd34
1hr	M1	0.000223781726815902	Cd38
1hr	M1	0.231313268032084	Cd40
1hr	M1	0.000214264363076036	Cd55
1hr	M1	0.313865251465775	Cd69
1hr	M1	0.000560951795523723	Cd80
1hr	M1	0.485918029255012	Cd83
1hr	M1	0.00389877376146992	Cd86
1hr	M1	0.327202715864366	Cdc42ep2
1hr	M1	0.537744571728081	Cdc42ep4
1hr	M1	0.0238703902347596	Cdk5r1
1hr	M1	0.000293760279490086	Cebpd
1hr	M1	0.0338369460379506	Cemip2
1hr	M1	0.0627095306735087	Ch25h
1hr	M1	0.000475252380118486	Chil3
1hr	M1	0.00118853678349016	Chst11
1hr	M1	0.00415133884858973	Ciita
1hr	M1	0.107228502491799	Cish
1hr	M1	0.108682801175035	Cited2
1hr	M1	0.123263445569478	Clcf1
1hr	M1	0.465426619012461	Clec4e
1hr	M1	0.000967718988197544	Clec4n
1hr	M1	0.0156939029636055	Clec5a
1hr	M1	0.00926330706685713	Clic5
1hr	M1	0.000389843569373531	Clmp
1hr	M1	0.71106417619652	Cmpk2
1hr	M1	0.0218367885991526	Cnn3
1hr	M1	0.000766676733318901	Col18a1
1hr	M1	0.00059520084739889	Col27a1
1hr	M1	0.00151186179665024	Cp
1hr	M1	0.0165397305571791	Csf1
1hr	M1	0.00244558722112023	Csf3
1hr	M1	0.794665749239778	Csrnp1
1hr	M1	0.0017125418625884	Cst7
1hr	M1	0.00254367243411953	Ctla2a
1hr	M1	0.010867268343002	Ctla2b
